player_name,ath__athleticism_score,stature__height_inches,stature__weight_lbs,stature__wingspan_in,shot__total_fga,shot__freq_rim,shot__freq_paint,shot__freq_mid,shot__freq_corner3,shot__freq_atb3,shot__freq_three,shot__freq_rim_plus_paint,shot__rim_fg_pct,shot__mid_fg_pct,shot__corner3_pct,shot__atb3_pct,pass__minutes,pass__passer_rating,pass__passing_score,shoot__quality,usage__creation_score,portability__score,defense__crafted_dpm,playstyle__iso_freq,playstyle__pr_handler_freq,playstyle__pr_roll_freq,playstyle__post_freq,playstyle__spotup_freq,playstyle__handoff_freq,playstyle__cut_freq,playstyle__offscreen_freq,dominance__cpm,position,ath__athleticism_source
Kevon Looney,85.83,81,222,87.5,278,0.669064748,0.212230216,0.100719424,0.007194245,0.007194245,0.014388489,0.881294964,0.639784946,0.178571429,1,0,1142,6.6,0.66,7.8,0.170179757,3.4,2.2,0,0,12.5,4.4,5,0,25.5,0,1.8,F,imputed
Khris Middleton,82.6,79,222,82.75,337,0.09495549,0.210682493,0.299703264,0.065281899,0.326409496,0.391691395,0.305637982,0.625,0.504950495,0.318181818,0.372727273,843,7.7,0.77,65.4,0.518921394,9.4,0,6.35,28.65,0,10.9,15.4,9,0,11.3,0.6,G,measured
Jaylen Brown,84.81,78,223,83.75,1118,0.272808587,0.263864043,0.143112701,0.063506261,0.256708408,0.320214669,0.53667263,0.675409836,0.4,0.436619718,0.296167247,2158,5.3,0.53,54.7,0.625478695,3.5,-0.8,15.4,17.4,0.9,10.1,16.6,4.8,2.8,4.7,0.9,G,imputed
Corey Kispert,89.37,78,224,79,565,0.23539823,0.157522124,0.02300885,0.100884956,0.474336283,0.575221239,0.392920354,0.684210526,0.153846154,0.368421053,0.369402985,1602,3.2,0.32,67.8,0.247447311,5.6,-2.6,0,8.6,6.3,0,28.9,9.2,6.6,13.3,-3,F,measured
Tyler Smith,88.67,81,224,85,50,0.24,0.1,0.06,0.2,0.4,0.6,0.34,0.666666667,0.333333333,0.4,0.45,122,0.3,0.03,59.91,0.305556493,5.3,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,measured
Anthony Edwards,80.625,76,225,81,1612,0.225186104,0.141439206,0.130272953,0.062034739,0.434863524,0.496898263,0.36662531,0.633608815,0.376190476,0.43,0.395149786,2871,4.5,0.45,75.9,0.708743747,8.2,0.1,19.6,33.3,0.7,1.7,11,6.8,1.4,5.7,4,G,imputed
Anton Watson,85.83,80,225,84,9,0.444444444,0.333333333,0.111111111,0,0.111111111,0.111111111,0.777777778,0.75,1,0,0,0,0,0,56.07222222,0,5,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,imputed
Bobi Klintman,78.25,81,225,83,10,0.2,0.2,0.1,0.2,0.3,0.5,0.4,1,1,0.5,0.333333333,0,0,0,56.07222222,0,5,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,measured
Bogdan Bogdanovic,80.625,77,225,83,492,0.138211382,0.166666667,0.107723577,0.12601626,0.459349593,0.585365854,0.304878049,0.544117647,0.471698113,0.370967742,0.362831858,1348,5.2,0.52,70,0.330408983,7.6,0,4.7,17.65,8,0,24.5,8.55,0,8.6,0.2,G,imputed
Braxton Key,85.83,80,225,85,4,0.25,0.25,0.25,0,0.25,0.25,0.5,0,0,0,0,0,0,0,56.07222222,0,5,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,imputed
Christian Koloko,83.99,84,225,89.25,66,0.742424242,0.151515152,0.045454545,0.03030303,0.03030303,0.060606061,0.893939394,0.714285714,0.666666667,0,0,342,3,0.3,56.07222222,0.070419816,3.9,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,measured
Dario Saric,95.17,82,225,82,58,0.344827586,0.155172414,0.051724138,0.068965517,0.379310345,0.448275862,0.5,0.55,0.333333333,0.5,0.227272727,210,5.5,0.55,56.51612903,0.223378626,2.1,-0.041935484,0,0,23.4,18.2,27.3,0,0,0,-0.483870968,G-F,imputed
Dillon Brooks,90.45,79,225,78,895,0.154189944,0.2,0.121787709,0.131843575,0.391061453,0.522905028,0.354189944,0.550724638,0.458715596,0.381355932,0.402857143,2388,2.6,0.26,67.3,0.247235972,6.3,0.5,4.7,5.4,2,7.7,40.5,5.5,2.9,3.3,0.1,G-F,measured
Doug McDermott,84.32,78,225,81.25,117,0.068376068,0.025641026,0.042735043,0.239316239,0.623931624,0.863247863,0.094017094,0.5,0.2,0.464285714,0.424657534,342,0.7,0.07,56.07222222,0.157134299,3.8,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,measured
Harrison Barnes,108.67,79,225,83.25,683,0.304538799,0.133235725,0.035139092,0.300146413,0.224011713,0.524158126,0.437774524,0.658653846,0.5,0.473170732,0.385620915,2230,3.8,0.38,67.8,0.218494926,9.2,-1.6,5,3.6,3.4,6.1,41.7,2.3,4.4,1.6,-0.7,F,measured
Isaac Okoro,89.825,77,225,80.5,267,0.370786517,0.052434457,0.011235955,0.348314607,0.217228464,0.565543071,0.423220974,0.636363636,0,0.387096774,0.344827586,1053,4.5,0.45,52.9,0.13159432,5.4,0.9,0,0,5.4,0,45.8,0,9.3,0,0.455555556,F-G,imputed
Jaime Jaquez Jr.,100.28,78,225,81.5,462,0.41991342,0.270562771,0.051948052,0.138528139,0.114718615,0.253246753,0.69047619,0.613402062,0.375,0.28125,0.358490566,1368,5.6,0.56,48.8,0.371824389,5.4,0,9,17.6,0,5.2,26.3,2.9,6.9,1.6,-1.3,G,measured
Jonathan Kuminga,85.83,79,225,83.25,568,0.309859155,0.329225352,0.095070423,0.080985915,0.181338028,0.262323944,0.639084507,0.715909091,0.240740741,0.282608696,0.32038835,1144,3.6,0.36,39.9,0.512865194,1,-0.4,7.5,19.4,2.7,6.9,19.8,4.4,10.9,2.5,-0.2,F,imputed
Jonathan Mogbo,90.6,81,225,86,356,0.528089888,0.196629213,0.078651685,0.092696629,0.098314607,0.191011236,0.724719101,0.590425532,0.214285714,0.303030303,0.2,1286,6.3,0.63,42,0.222818363,2.9,0.9,3.5,3,11,0,19.5,0,18,0,-1.5,G,measured
Kawhi Leonard,80.17,78,225,87,623,0.186195827,0.274478331,0.23434992,0.04494382,0.260032103,0.304975923,0.460674157,0.724137931,0.479452055,0.392857143,0.413580247,1180,4.2,0.42,65.4,0.561104966,8.5,1.9,16.4,21.4,0,7.1,16,2,4,5.5,4.6,F,measured
Keegan Murray,85.83,80,225,83,820,0.18902439,0.185365854,0.07804878,0.164634146,0.381707317,0.546341463,0.374390244,0.774193548,0.375,0.377777778,0.329073482,2610,2.3,0.23,62.5,0.161672314,6.3,0.4,1.3,3.6,1.8,0,40.9,10,5.2,4.3,0.2,F-G,imputed
Keshad Johnson,92.79,79,225,82,26,0.692307692,0.038461538,0,0.038461538,0.230769231,0.269230769,0.730769231,0.833333333,0,0,0.5,0,0,0,56.07222222,0,5,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,measured
Miles Bridges,85.83,79,225,81.5,1089,0.303030303,0.232323232,0.051423324,0.101928375,0.305785124,0.407713499,0.535353535,0.654545455,0.303571429,0.378378378,0.297297297,2029,4.8,0.48,67.5,0.583174232,7.3,-0.8,11.5,25.5,4.1,1.6,20.2,5.3,3.6,5.7,0.1,F,imputed
Ulrich Chomche,89.61,82,225,88,5,0.4,0.4,0.2,0,0,0,0.8,0.5,0,0,0,0,0,0,39.91714286,0,5,0.961764706,0,0,0,0,0,0,0,0,0.602777778,C,measured
John Collins,96.47,81,226,83.25,531,0.327683616,0.305084746,0.088512241,0.109227872,0.169491525,0.278719397,0.632768362,0.67816092,0.425531915,0.431034483,0.377777778,1220,2,0.2,66.3,0.415428826,7.3,0.2,4.5,1.4,10.3,9.8,19.7,4.1,8.6,10.5,0.7,G,measured
Royce O'Neale,85.83,78,226,81,570,0.115789474,0.089473684,0.021052632,0.196491228,0.571929825,0.768421053,0.205263158,0.636363636,0.25,0.508928571,0.374233129,1837,5.3,0.53,62.7,0.2367173,8.2,0.5,0,1.5,4.8,0,57.6,1.9,1.7,1.5,0.4,F,imputed
Tobias Harris,92.36,80,226,83,805,0.219875776,0.293167702,0.159006211,0.151552795,0.176397516,0.327950311,0.513043478,0.734463277,0.40625,0.385245902,0.309859155,2305,3.8,0.38,64.1,0.259232616,6.1,1.5,7.1,8.4,3.9,16.8,23.9,3.4,6,2.7,1.6,F,measured
Dean Wade,95.17,81,228,82,271,0.132841328,0.033210332,0.014760148,0.335793358,0.483394834,0.819188192,0.166051661,0.75,0.25,0.417582418,0.320610687,1252,5.2,0.52,45.5,0.074949508,8.5,2.2,0,0,9.9,0,56.6,0,4.9,0,1.8,G,imputed
Deni Avdija,85.83,81,228,80.5,844,0.387440758,0.171800948,0.035545024,0.08056872,0.323459716,0.404028436,0.559241706,0.651376147,0.4,0.308823529,0.380952381,2161,5.3,0.53,58.7,0.492193419,8.4,0.3,5.8,21.7,1.2,1.8,26.4,5.2,4.1,2.2,1.5,F,imputed
Chuma Okeke,85.83,79,229,84,40,0.3,0,0,0.325,0.375,0.7,0.3,0.75,0,0.461538462,0.333333333,196,6.8,0.68,59.91,0.090400416,9.2,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,imputed
Malcolm Brogdon,90.13,77,229,82.5,240,0.354166667,0.258333333,0.154166667,0.020833333,0.208333333,0.229166667,0.6125,0.647058824,0.27027027,0.4,0.28,564,6.6,0.66,61.5,0.523056865,6,-1,4.4,40.8,0,0,16.8,7.5,0,0,-1.1,G,measured
Alex Reese,95.17,81,230,82,54,0.166666667,0.055555556,0.018518519,0.277777778,0.462962963,0.740740741,0.222222222,1,1,0.2,0.48,0,0,0,53.04545455,0.094631169,2.7,0.763636364,0,0,0,0,0,0,0,0,0.895454545,F-C,imputed
Anthony Gill,85.83,79,230,83,88,0.363636364,0.261363636,0.022727273,0.147727273,0.204545455,0.352272727,0.625,0.625,0,0.307692308,0.333333333,397,2.3,0.23,56.07222222,0.10523884,0.9,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,imputed
Cam Whitmore,96.44,78,230,80.5,403,0.302729529,0.163771712,0.079404467,0.104218362,0.349875931,0.454094293,0.466501241,0.631147541,0.4375,0.404761905,0.340425532,827,2.2,0.22,59.2,0.399104109,1.8,-1.2,7.6,13.8,0,0,27.1,7.2,4.8,0,-1.1,F,measured
Charles Bassey,94.825,82,230,87.5,117,0.692307692,0.273504274,0.034188034,0,0,0,0.965811966,0.617283951,0.25,0,0,376,1,0.1,47.86923077,0.211572992,1.7,1.307692308,0,0,24.8,0,0,0,25.5,0,0.858333333,C-F,measured
DaQuan Jeffries,84.81,77,230,84,291,0.254295533,0.140893471,0.041237113,0.274914089,0.285223368,0.560137457,0.395189003,0.527027027,0.583333333,0.3875,0.289156627,1071,2.5,0.25,56.4,0.130859496,1.7,-0.8,0,10,0,0,37.4,7.4,10,6.2,-3,F,imputed
Dereck Lively II,93.27,85,230,91,191,0.696335079,0.303664921,0,0,0,0,1,0.77443609,0,0,0,833,6.1,0.61,22.3,0.176049637,4.7,2.5,0,0,21,5.2,0,0,34.1,0,2.9,C,imputed
Draymond Green,88.24,78,230,85.25,509,0.249508841,0.223968566,0.043222004,0.198428291,0.282907662,0.481335953,0.473477407,0.582677165,0.5,0.336633663,0.319444444,1983,8.4,0.84,43.4,0.349540741,9.1,4.5,0,4.9,8.3,3.1,33,0,13.3,0,3.2,F,measured
Georges Niang,79.9,78,230,82,620,0.166129032,0.146774194,0.027419355,0.259677419,0.4,0.659677419,0.312903226,0.660194175,0.352941176,0.409937888,0.403225806,1697,3,0.3,68.2,0.263505425,8.5,-1.5,0,2.7,15.55,0,50.5,3,9.1,3.5,-1.8,F,measured
Harrison Ingram,90.475,77,230,84.25,4,0.25,0.25,0.25,0,0.25,0.25,0.5,1,0,0,0,0,0,0,56.07222222,0,5,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,measured
Jae'Sean Tate,85.83,76,230,80,148,0.371621622,0.304054054,0.013513514,0.209459459,0.101351351,0.310810811,0.675675676,0.672727273,0.5,0.451612903,0.133333333,588,4.9,0.49,46.1,0.171011706,5,2.1,6.8,0,0,0,30,0,11.1,0,0.5,F,imputed
Jeremy Sochan,85.83,80,230,83.75,469,0.620469083,0.151385928,0.034115139,0.081023454,0.113006397,0.194029851,0.771855011,0.680412371,0.1875,0.289473684,0.320754717,1364,4.4,0.44,42.1,0.310175184,3,-0.2,2.5,4.3,14.1,3.9,19.7,0,16.9,0,-1,C,imputed
Jesse Edwards,94.12,84,230,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.91,0,5,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,measured
Jimmy Butler III,85.83,79,230,79.5,597,0.425460637,0.254606365,0.145728643,0.092127303,0.078726968,0.170854271,0.680067002,0.696850394,0.356321839,0.381818182,0.234042553,1746,8,0.8,39.91714286,0.480477228,7.4,0.961764706,13.9,19.6,3.6,6.6,9.1,0,11,2.5,0.602777778,C,imputed
Jonathan Isaac,85.83,82,230,85,324,0.367283951,0.033950617,0.132716049,0.299382716,0.166666667,0.466049383,0.401234568,0.647058824,0.302325581,0.309278351,0.166666667,1090,1.7,0.17,40.1,0.176737323,1.2,3.1,0,0,9,2.7,29.1,0,15.2,0,2.3,F,imputed
Kel'el Ware,96.9,84,230,88.5,464,0.497844828,0.198275862,0.064655172,0.045258621,0.189655172,0.234913793,0.69612069,0.701298701,0.4,0.19047619,0.352272727,1422,1.7,0.17,43.4,0.212708766,2.1,1.3,0,0,24,3.4,15.3,0,21.5,0,-0.1,F-C,measured
Kyle Anderson,89.825,80,230,86.75,303,0.267326733,0.405940594,0.095709571,0.108910891,0.108910891,0.217821782,0.673267327,0.703703704,0.310344828,0.424242424,0.333333333,1002,8,0.8,49.5,0.306298438,7.5,1.6,11.1,9.7,10.6,0,33.7,0,13.6,0,-0.1,F-G,imputed
Lamar Stevens,102.01,79,230,81,63,0.301587302,0.206349206,0.063492063,0.158730159,0.253968254,0.412698413,0.507936508,0.526315789,0.75,0.2,0.375,155,1.3,0.13,59.91,0.28333992,0.5,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,measured
Luka Doncic,89.825,78,230,83,1025,0.154146341,0.223414634,0.153170732,0.024390244,0.442926829,0.467317073,0.377560976,0.708860759,0.388535032,0.4,0.36784141,1769,7.6,0.76,66,0.931506348,9.1,1.2,18.7,33.95,0,4.55,9.1,5.2,1.7,2.9,6.3,F-G,imputed
Nicolas Batum,84.81,79,230,85,238,0.088235294,0.029411765,0.029411765,0.428571429,0.424369748,0.852941176,0.117647059,0.571428571,0.428571429,0.460784314,0.405940594,1367,5.5,0.55,64.1,0.045064365,9.3,2,0,0,8.5,0,57.7,0,3.9,0,0.4,G-F,imputed
Olivier-Maxence Prosper,96.37,79,230,85,174,0.431034483,0.218390805,0.057471264,0.201149425,0.091954023,0.293103448,0.649425287,0.6,0.2,0.257142857,0.1875,584,4.2,0.42,36.2,0.208748105,0.8,-0.1,5.4,0,4.5,0,33.2,0,10.8,0,-1.8,F,measured
P.J. Washington,85.83,79,230,86.5,665,0.282706767,0.306766917,0.05112782,0.127819549,0.231578947,0.359398496,0.589473684,0.664893617,0.352941176,0.376470588,0.383116883,1835,3,0.3,53,0.317982738,5.3,0.9,6.9,10.9,3.5,7.7,29,2.7,6.4,1.9,0.4,F,imputed
Pete Nance,85.83,83,230,86,32,0.15625,0.03125,0.0625,0.0625,0.65625,0.71875,0.1875,0.8,0.5,0.5,0.380952381,138,5.3,0.53,59.91,0.117193623,6.5,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,imputed
Rui Hachimura,85.83,80,230,86,576,0.326388889,0.168402778,0.076388889,0.190972222,0.237847222,0.428819444,0.494791667,0.712765957,0.454545455,0.445454545,0.386861314,1869,2.6,0.26,59.9,0.1896147,7.6,0.1,3,0,8.1,6.8,35.3,0,12.9,0,-0.1,F,imputed
Toumani Camara,84.95,79,230,84.5,716,0.356145251,0.138268156,0.002793296,0.224860335,0.276536313,0.501396648,0.494413408,0.623529412,0,0.354037267,0.393939394,2548,3.7,0.37,52.7,0.179955034,5.6,2,2.6,2.8,7.7,0,42.1,2.6,5.3,0,1.5,F,measured
Tristan Vukcevic,80.15,84,230,86,242,0.247933884,0.227272727,0.103305785,0.049586777,0.363636364,0.41322314,0.475206612,0.75,0.6,0.333333333,0.386363636,513,2.4,0.24,61,0.458078974,6.1,-0.6,3.8,0,29.7,4.2,21.1,0,12.5,0,-0.9,C-F,measured
Branden Carlson,93.27,84,231,85,97,0.18556701,0.103092784,0.030927835,0.206185567,0.474226804,0.680412371,0.288659794,0.777777778,0.333333333,0.35,0.326086957,246,2.7,0.27,39.91714286,0.282063319,6.3,0.961764706,0,0,0,0,0,0,0,0,0.602777778,C,imputed
Karlo Matkovic,95.17,82,231,86,235,0.476595745,0.212765957,0.029787234,0.153191489,0.127659574,0.280851064,0.689361702,0.758928571,0.428571429,0.361111111,0.266666667,791,2.3,0.23,50.9,0.202742035,4,0.2,0,0,20.8,3.4,17.4,0,19.1,0,-1.7,G,imputed
Taj Gibson,76.7,81,232,88,95,0.631578947,0.273684211,0.073684211,0.021052632,0,0.021052632,0.905263158,0.55,0.285714286,0.5,0,409,1.6,0.16,56.07222222,0.121033591,0.8,0.144859813,0,0,28.5,0,0,0,23.8,0,-0.009009009,F,measured
Talen Horton-Tucker,83.51,76,234,85.25,291,0.439862543,0.116838488,0.024054983,0.092783505,0.326460481,0.419243986,0.556701031,0.5703125,0.428571429,0.407407407,0.315789474,724,4.9,0.49,51.9,0.403668933,1.8,-0.6,4.8,28.5,0,0,22.9,5.1,0,0,-1,G,measured
Trey Lyles,85.83,81,234,85.5,374,0.237967914,0.088235294,0.037433155,0.200534759,0.435828877,0.636363636,0.326203209,0.640449438,0.642857143,0.373333333,0.325153374,1349,4,0.4,50.4,0.165592958,5.9,0.2,0,0,14.8,3.3,36.4,0,7.7,0,-0.3,F,imputed
Aaron Gordon,93.69,80,235,83.75,497,0.432595573,0.116700201,0.104627767,0.130784708,0.213279678,0.344064386,0.549295775,0.646511628,0.5,0.476923077,0.41509434,1447,5.8,0.58,65,0.380138536,8.3,0.5,8.5,8.3,4.2,15.2,15.1,2.5,15.1,0,2,G-F,measured
Adem Bona,107.43,82,235,87.75,192,0.848958333,0.135416667,0.010416667,0.005208333,0,0.005208333,0.984375,0.73006135,0,0,0,0,0,0,27.1,0.13374473,1.3,0.9,0,0,21.2,4.7,5.4,0,20.2,0,-1.3,G,measured
Brice Sensabaugh,85.83,78,235,83,599,0.103505843,0.188647746,0.086811352,0.202003339,0.41736227,0.619365609,0.292153589,0.629032258,0.461538462,0.504132231,0.384,1432,2.8,0.28,78.3,0.37078574,7.5,-2.5,5.6,14.7,2.9,0,29.5,7.9,2.4,7.9,-2.6,F,imputed
Dillon Jones,85.03,77,235,83,133,0.315789474,0.172932331,0.037593985,0.105263158,0.368421053,0.473684211,0.488721805,0.595238095,0.2,0.214285714,0.265306122,551,6.1,0.61,39.9,0.170287046,1.3,0.3,6.3,9.1,0,0,36.6,0,12.6,0,-2.1,F,measured
Drew Timme,83.39,82,235,86,102,0.352941176,0.264705882,0.039215686,0.058823529,0.274509804,0.333333333,0.617647059,0.583333333,0.25,0.333333333,0.25,254,3.2,0.32,56.07222222,0.334948643,1.8,0.144859813,0,0,0,9.8,0,0,0,0,-0.009009009,F,measured
Isaac Jones,90.38,81,235,86,83,0.554216867,0.337349398,0.012048193,0.072289157,0.024096386,0.096385542,0.891566265,0.760869565,0,0.5,0,304,0.9,0.09,56.07222222,0.191569018,1.8,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,measured
Jae Crowder,97.1,78,235,81.25,22,0.045454545,0.136363636,0.136363636,0.363636364,0.318181818,0.681818182,0.181818182,1,0.666666667,0.25,0.285714286,0,0,0,59.91,0,5,-0.146052632,0,0,0,0,0,0,0,0,-0.125,G,measured
Jake LaRavia,84.71,79,235,81.5,337,0.326409496,0.222551929,0.029673591,0.112759644,0.302670623,0.415430267,0.548961424,0.672727273,0.3,0.368421053,0.441176471,1349,6,0.6,50.8,0.236014367,6.6,0.2,0,3.1,0,0,36.6,9,7.6,0,-0.7,F,measured
Jarace Walker,108.14,79,235,86.5,360,0.225,0.180555556,0.080555556,0.127777778,0.383333333,0.511111111,0.405555556,0.567901235,0.448275862,0.413043478,0.405797101,1187,4.5,0.45,52.6,0.268820124,9.1,0.2,4.3,15.8,2.6,0,37.7,4.9,5.4,0,-1.6,G,measured
Jeff Green,98.54,80,235,85.25,121,0.140495868,0.107438017,0.099173554,0.355371901,0.297520661,0.652892562,0.247933884,0.764705882,0.833333333,0.372093023,0.361111111,396,3.2,0.32,56.07222222,0.186334996,7.4,0.144859813,0,0,8.5,0,48.6,0,0,0,-0.009009009,F,measured
Marvin Bagley III,85.83,82,235,84,106,0.556603774,0.216981132,0.047169811,0.056603774,0.122641509,0.179245283,0.773584906,0.711864407,0.4,0.166666667,0.153846154,265,1.5,0.15,56.07222222,0.287445093,2,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,imputed
Oso Ighodaro,99.74,83,235,83,187,0.438502674,0.497326203,0.053475936,0,0.005347594,0.005347594,0.935828877,0.804878049,0.6,0,0,1045,5.2,0.52,18.6,0.081178478,3.5,1.3,0,0,32,0,4.5,0,32.8,0,-1,F,measured
Richaun Holmes,101.26,81,235,85.5,139,0.705035971,0.258992806,0.014388489,0.014388489,0.007194245,0.021582734,0.964028777,0.744897959,0,0,0,534,4.4,0.44,55.5,0.187207407,6.4,0.8,0,0,23.9,0,0,0,27.1,0,0.4,G,measured
Victor Wembanyama,95.17,89,235,96,857,0.241540257,0.12252042,0.165694282,0.031505251,0.431738623,0.463243874,0.364060677,0.753623188,0.401408451,0.333333333,0.359459459,1527,4.1,0.41,69.1,0.62927496,6.8,4.1,8.9,7.4,15,10.3,15.2,3.2,6.6,9.2,6.2,G,imputed
Yves Missi,93.27,83,235,86,492,0.782520325,0.197154472,0.018292683,0,0,0,0.979674797,0.58961039,0.444444444,0,0,1956,2.4,0.24,12.9,0.151903516,0.5,-0.3,0,0,27.4,2.7,3.6,0,25.7,0,-1.9,C,measured
DaRon Holmes II,87.225,81,236,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.07222222,0,5,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,measured
Grant Williams,84.77,78,236,81.75,123,0.195121951,0.12195122,0.081300813,0.130081301,0.471544715,0.601626016,0.317073171,0.708333333,0.4,0.3125,0.379310345,479,3.9,0.39,56.07222222,0.200079702,7.4,0.144859813,0,0,18.7,6,30.7,0,6,0,-0.009009009,F,measured
Vlatko Cancar,85.83,80,236,83,26,0.346153846,0.076923077,0,0.153846154,0.423076923,0.576923077,0.423076923,0.444444444,0,0.5,0.181818182,136,2.4,0.24,59.91,0.080550943,1.2,-0.146052632,0,0,0,0,32.4,0,0,0,-0.125,G,imputed
Jabari Walker,85.17,79,237,82.75,229,0.519650655,0.131004367,0.034934498,0.152838428,0.15720524,0.310043668,0.650655022,0.663865546,0.25,0.485714286,0.305555556,749,2.1,0.21,48.7,0.206130871,1.6,0.1,0,0,9.2,0,35.3,0,10.8,0,-1,F,measured
Scottie Barnes,103.29,80,237,86.75,1063,0.266227658,0.280338664,0.190028222,0.038570085,0.220131703,0.258701787,0.546566322,0.64664311,0.396039604,0.341463415,0.264957265,2134,6.8,0.68,46.6,0.606348975,5.8,1,10.5,20,3.6,11.2,13.2,3.1,5.4,2.8,1.4,F-G,measured
Trendon Watford,88.73,80,237,86.25,350,0.374285714,0.34,0.034285714,0.068571429,0.18,0.248571429,0.714285714,0.603053435,0.166666667,0.291666667,0.349206349,913,5.2,0.52,51.1,0.463205904,5.5,-0.2,8.4,20.9,3.1,8.8,17.4,11.7,4.5,2,-1.4,G-F,measured
Al Horford,98.6,81,240,84.75,461,0.164859002,0.127982646,0.026030369,0.229934924,0.449023861,0.678958785,0.292841649,0.697368421,0.166666667,0.377358491,0.357487923,1659,5.3,0.53,65,0.181609212,9.2,2.2,0,0,15,8.4,42.5,0,5.9,2.1,2,C-F,measured
Ben Simmons,84.81,82,240,84.5,223,0.488789238,0.466367713,0.044843049,0,0,0,0.955156951,0.605504587,0.2,0,0,1120,10,1,40.3,0.266312911,5.8,1.1,9.6,14.4,5.2,8.9,3.7,0,16.3,0,-0.6,G-F,imputed
Domantas Sabonis,95.17,82,240,83,893,0.531914894,0.221724524,0.071668533,0.008958567,0.165733483,0.174692049,0.753639418,0.694736842,0.453125,0.5,0.412162162,2429,7.4,0.74,54,0.53226839,8.5,0.7,2.1,1.1,22.4,11.5,10.5,0,15.6,0,2.5,F-C,imputed
Dwight Powell,89.02,82,240,84.5,61,0.803278689,0.114754098,0,0.06557377,0.016393443,0.081967213,0.918032787,0.755102041,0,0.5,0,551,8.3,0.83,30.6,0.046624659,9.1,2.1,0,0,10.1,0,0,0,35.4,0,0.9,F-C,measured
E.J. Liddell,108.61,78,240,83.75,15,0.133333333,0.2,0,0,0.666666667,0.666666667,0.333333333,1,0,0,0.3,0,0,0,56.07222222,0,5,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,measured
Ivica Zubac,93.27,84,240,88,942,0.532908705,0.439490446,0.027600849,0,0,0,0.972399151,0.71314741,0.461538462,0,0,2624,3.9,0.39,21,0.290857498,4.3,3.2,0,0,19.6,27.9,0.9,0,20.4,0,3.8,C,imputed
James Johnson,100.89,79,240,84,11,0.363636364,0.090909091,0.272727273,0,0.272727273,0.272727273,0.454545455,0.75,0,0,0,0,0,0,56.07222222,0,5,0.144859813,0,0,0,0,0,0,0,0,-0.009009009,F,measured
Jay Huff,93.27,85,240,87,305,0.259016393,0.055737705,0.032786885,0.163934426,0.48852459,0.652459016,0.314754098,0.810126582,0.3,0.36,0.416107383,748,2,0.2,68.5,0.296683676,8.1,0.3,0,0,11.5,0,40.3,0,9,0,0.3,G,imputed
Jaylin Williams,80.25,81,240,85,221,0.176470588,0.076923077,0.054298643,0.104072398,0.583710407,0.687782805,0.253393665,0.641025641,0.333333333,0.608695652,0.364341085,784,8.2,0.82,61.5,0.291755073,9.4,1.8,0,0,20.4,0,35.7,0,8.9,0,1.7,F-G,measured
Jeremiah Robinson-Earl,87.74,81,240,81.75,347,0.340057637,0.11815562,0.069164265,0.265129683,0.207492795,0.472622478,0.458213256,0.644067797,0.416666667,0.434782609,0.222222222,1239,4,0.4,59.4,0.179337664,3.1,-1.3,0,3.1,8.3,0,34.8,0,12.8,0,-2,F,measured
Kelly Olynyk,79.57,84,240,81.75,268,0.410447761,0.197761194,0.097014925,0.037313433,0.257462687,0.294776119,0.608208955,0.636363636,0.307692308,0.6,0.391304348,891,6.5,0.65,57.9,0.385189872,9.4,0.8,5,7.95,15.6,10,14.5,0,11.6,5.8,0.5,G-F,measured
Kevin Durant,77.99,83,240,88.75,1124,0.110320285,0.304270463,0.254448399,0.078291815,0.252669039,0.330960854,0.414590747,0.790322581,0.531468531,0.5,0.408450704,2265,4.8,0.48,72.7,0.636721778,8.3,-0.3,18.9,15.9,4.5,8.1,20.1,2.5,2.6,8.2,2.5,F,measured
Kristaps Porzingis,95.17,86,240,90,574,0.219512195,0.242160279,0.102787456,0.029616725,0.405923345,0.43554007,0.461672474,0.69047619,0.355932203,0.352941176,0.416309013,1210,3.5,0.35,69,0.487568249,9.3,2.4,2.6,0,21.6,20.8,19.6,0,9.6,3.5,4.3,F-C,imputed
